"","id","date","awnd","pgtm","prcp","snow","snwd","tavg","tmax","tmin","wdf2","wdf5","wsf2","wsf5","wt01","wt02","wt03","wt04","wt05","wt06","wt08","wt09","wt11","wt13","wt14","wt16","wt17","wt18","wt19","wt21","wt22"
"1152","USW00014898",2014-11-25,42,NA,13,18,100,-37,-32,-110,290,290,76,98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1153","USW00014898",2014-11-26,15,NA,3,5,100,-79,-32,-116,320,320,45,49,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1154","USW00014898",2014-11-27,40,NA,3,5,100,-71,-38,-182,350,340,76,103,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1155","USW00014898",2014-11-28,18,NA,28,41,100,-111,-32,-166,160,150,54,58,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1156","USW00014898",2014-11-29,29,NA,3,0,130,-6,44,-43,170,170,63,76,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1157","USW00014898",2014-11-30,49,NA,0,0,80,7,22,-105,320,330,94,121,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1158","USW00014898",2014-12-01,33,NA,0,0,80,-117,-105,-177,330,300,76,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1159","USW00014898",2014-12-02,25,NA,5,10,80,-101,-10,-160,170,210,67,94,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1160","USW00014898",2014-12-03,50,NA,0,0,80,-44,-27,-105,280,290,103,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1161","USW00014898",2014-12-04,13,NA,0,0,80,-86,-32,-143,160,170,40,49,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1162","USW00014898",2014-12-05,16,NA,0,0,80,-40,17,-116,350,340,54,63,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1163","USW00014898",2014-12-06,26,NA,0,0,50,-21,0,-110,40,40,76,89,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1164","USW00014898",2014-12-07,30,NA,0,0,50,-61,17,-116,160,160,76,98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1165","USW00014898",2014-12-08,31,NA,64,53,100,7,17,0,200,200,67,98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1166","USW00014898",2014-12-09,47,NA,0,0,100,-2,17,-32,350,320,72,89,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1167","USW00014898",2014-12-10,30,NA,0,0,100,-38,-32,-93,350,350,54,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1168","USW00014898",2014-12-11,43,NA,0,0,100,-72,-21,-110,270,270,67,85,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1169","USW00014898",2014-12-12,48,NA,0,0,100,-28,11,-43,260,260,72,98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1170","USW00014898",2014-12-13,43,NA,0,0,50,18,50,6,250,270,81,116,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1171","USW00014898",2014-12-14,17,NA,0,0,0,42,56,22,240,260,40,63,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1172","USW00014898",2014-12-15,28,NA,30,0,0,54,72,39,140,190,45,58,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1173","USW00014898",2014-12-16,52,NA,69,18,0,33,44,-32,320,320,98,130,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1174","USW00014898",2014-12-17,57,NA,0,0,30,-33,-27,-43,290,300,94,116,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1175","USW00014898",2014-12-18,22,NA,0,0,30,-27,-16,-71,20,30,67,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1176","USW00014898",2014-12-19,5,NA,0,0,30,-54,-5,-88,200,180,31,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1177","USW00014898",2014-12-20,3,NA,0,0,0,-41,-10,-66,170,180,27,36,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1178","USW00014898",2014-12-21,46,NA,0,0,0,-3,22,-16,170,160,89,112,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1179","USW00014898",2014-12-22,46,NA,41,3,0,21,28,6,130,150,76,94,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1180","USW00014898",2014-12-23,37,NA,155,5,0,28,61,6,80,80,76,94,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1181","USW00014898",2014-12-24,26,NA,13,0,0,22,28,6,270,270,58,67,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1182","USW00014898",2014-12-25,33,NA,0,0,0,11,22,-10,230,240,81,103,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1183","USW00014898",2014-12-26,12,NA,0,0,0,13,72,-16,40,50,45,54,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1184","USW00014898",2014-12-27,44,NA,51,0,0,16,28,-38,260,260,94,121,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1185","USW00014898",2014-12-28,40,NA,0,0,0,-34,-21,-88,280,280,76,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1186","USW00014898",2014-12-29,38,NA,0,0,0,-79,-66,-132,320,320,58,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1187","USW00014898",2014-12-30,55,NA,0,0,0,-131,-110,-166,280,280,89,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1188","USW00014898",2014-12-31,64,NA,0,0,0,-146,-77,-182,260,230,103,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1189","USW00014898",2015-01-01,56,NA,0,3,0,-77,-32,-99,260,240,94,125,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1190","USW00014898",2015-01-02,21,NA,0,0,0,-74,-38,-121,200,190,45,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1191","USW00014898",2015-01-03,22,NA,41,51,30,-34,0,-66,340,350,45,58,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1192","USW00014898",2015-01-04,69,NA,18,20,50,-57,-10,-216,350,360,130,152,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1193","USW00014898",2015-01-05,49,NA,0,0,50,-208,-171,-243,270,270,89,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1194","USW00014898",2015-01-06,58,NA,0,0,50,-168,-127,-199,260,270,107,130,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1195","USW00014898",2015-01-07,73,NA,0,3,50,-175,-166,-205,280,300,103,143,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1196","USW00014898",2015-01-08,60,NA,33,79,130,-190,-138,-210,290,290,103,130,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1197","USW00014898",2015-01-09,70,NA,0,0,130,-161,-143,-188,290,280,116,148,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1198","USW00014898",2015-01-10,41,NA,0,0,130,-172,-71,-205,230,240,72,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1199","USW00014898",2015-01-11,16,NA,0,0,100,-66,-38,-77,320,320,58,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1200","USW00014898",2015-01-12,45,NA,0,0,100,-101,-77,-188,350,350,89,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1201","USW00014898",2015-01-13,16,NA,0,0,100,-139,-93,-205,180,210,40,49,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1202","USW00014898",2015-01-14,30,NA,0,0,100,-127,-66,-182,240,240,58,67,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1203","USW00014898",2015-01-15,50,NA,0,0,100,-43,22,-66,270,240,89,107,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1204","USW00014898",2015-01-16,39,NA,0,0,100,-56,-21,-82,350,350,72,89,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1205","USW00014898",2015-01-17,51,NA,0,0,100,-2,44,-21,160,140,94,112,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1206","USW00014898",2015-01-18,46,NA,0,0,50,21,33,-27,270,280,94,121,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1207","USW00014898",2015-01-19,38,NA,5,13,50,-27,-27,-49,60,60,63,76,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1208","USW00014898",2015-01-20,43,NA,13,20,80,-47,-38,-55,40,50,67,81,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1209","USW00014898",2015-01-21,28,NA,0,0,80,-45,-32,-82,20,20,58,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1210","USW00014898",2015-01-22,34,NA,0,0,80,-33,-5,-55,220,220,76,107,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1211","USW00014898",2015-01-23,53,NA,0,0,50,-23,11,-32,210,220,89,121,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1212","USW00014898",2015-01-24,52,NA,0,0,50,10,33,-49,50,40,107,139,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1213","USW00014898",2015-01-25,67,NA,0,0,50,-55,-49,-110,40,40,125,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1214","USW00014898",2015-01-26,22,NA,33,33,30,-81,-32,-116,170,180,72,89,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1215","USW00014898",2015-01-27,20,NA,0,3,50,-41,-21,-116,50,60,58,63,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1216","USW00014898",2015-01-28,35,NA,0,0,50,-57,0,-93,150,140,76,103,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1217","USW00014898",2015-01-29,56,NA,0,0,50,-3,17,-60,350,350,112,165,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1218","USW00014898",2015-01-30,24,NA,0,0,50,-67,-60,-105,360,360,67,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1219","USW00014898",2015-01-31,43,NA,0,0,50,-53,-16,-93,50,50,130,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1220","USW00014898",2015-02-01,106,NA,0,3,50,-97,-88,-132,30,30,157,192,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1221","USW00014898",2015-02-02,43,NA,0,0,50,-119,-88,-160,10,10,98,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1222","USW00014898",2015-02-03,29,NA,8,15,80,-112,-77,-149,240,250,58,72,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1223","USW00014898",2015-02-04,41,NA,0,3,80,-96,-71,-182,310,310,107,130,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1224","USW00014898",2015-02-05,52,NA,0,0,80,-152,-93,-193,240,240,94,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1225","USW00014898",2015-02-06,22,NA,0,0,80,-91,-43,-116,250,240,63,81,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1226","USW00014898",2015-02-07,26,NA,0,0,80,-42,6,-77,40,40,67,72,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1227","USW00014898",2015-02-08,69,NA,0,0,50,-35,0,-77,30,20,125,143,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1228","USW00014898",2015-02-09,28,NA,0,0,50,-76,-38,-116,40,40,72,89,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1229","USW00014898",2015-02-10,26,NA,56,69,50,-82,-16,-138,140,140,72,98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1230","USW00014898",2015-02-11,66,NA,0,0,130,-29,-10,-116,360,280,112,143,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1231","USW00014898",2015-02-12,45,NA,0,0,130,-123,-93,-205,10,20,103,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1232","USW00014898",2015-02-13,38,NA,0,8,130,-141,-60,-216,230,240,76,103,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1233","USW00014898",2015-02-14,74,NA,3,10,130,-118,-71,-199,330,350,130,170,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1234","USW00014898",2015-02-15,28,NA,0,0,130,-182,-132,-216,330,330,58,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1235","USW00014898",2015-02-16,18,NA,0,3,130,-122,-82,-143,240,230,54,67,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1236","USW00014898",2015-02-17,48,NA,0,3,130,-113,-99,-160,280,280,89,107,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1237","USW00014898",2015-02-18,56,NA,0,0,130,-159,-149,-243,320,310,112,143,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1238","USW00014898",2015-02-19,39,NA,0,0,130,-206,-143,-249,270,300,67,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1239","USW00014898",2015-02-20,44,NA,18,46,180,-174,-88,-243,210,210,94,130,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1240","USW00014898",2015-02-21,25,NA,20,46,150,-75,-21,-93,330,330,76,98,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1241","USW00014898",2015-02-22,48,NA,0,0,150,-123,-93,-221,290,310,81,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1242","USW00014898",2015-02-23,48,NA,0,0,150,-194,-121,-260,220,210,89,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1243","USW00014898",2015-02-24,75,NA,0,0,150,-81,11,-132,280,280,130,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1244","USW00014898",2015-02-25,20,NA,0,0,100,-119,-93,-188,50,50,107,130,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1245","USW00014898",2015-02-26,35,NA,0,0,100,-141,-99,-193,30,40,94,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1246","USW00014898",2015-02-27,36,NA,0,0,100,-142,-71,-193,240,240,76,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1247","USW00014898",2015-02-28,36,NA,0,0,100,-123,-71,-177,180,190,67,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1248","USW00014898",2015-03-01,43,NA,0,0,100,-81,-16,-132,260,280,89,116,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1249","USW00014898",2015-03-02,34,NA,0,0,80,-68,-27,-121,200,200,58,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1250","USW00014898",2015-03-03,49,NA,41,36,80,-37,-16,-55,280,280,94,116,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1251","USW00014898",2015-03-04,60,NA,0,0,100,-84,-49,-188,270,260,125,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1252","USW00014898",2015-03-05,31,NA,0,0,100,-158,-99,-216,280,280,72,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1253","USW00014898",2015-03-06,46,NA,0,0,100,-117,-16,-171,210,220,94,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1254","USW00014898",2015-03-07,31,NA,0,0,100,-38,56,-93,310,330,81,103,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1255","USW00014898",2015-03-08,43,NA,0,0,80,12,83,-43,260,270,103,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1256","USW00014898",2015-03-09,39,NA,0,0,30,33,117,-10,210,210,63,103,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1257","USW00014898",2015-03-10,43,NA,0,0,0,49,128,6,210,200,76,103,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1258","USW00014898",2015-03-11,32,NA,0,0,0,68,133,-5,320,290,67,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1259","USW00014898",2015-03-12,54,NA,0,0,0,48,106,11,170,140,89,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1260","USW00014898",2015-03-13,42,NA,0,0,0,69,172,17,310,310,72,94,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1261","USW00014898",2015-03-14,49,NA,0,0,0,78,111,-5,350,350,107,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1262","USW00014898",2015-03-15,35,NA,0,0,0,41,133,-27,180,190,89,130,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1263","USW00014898",2015-03-16,37,NA,0,0,0,100,172,44,10,10,76,116,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1264","USW00014898",2015-03-17,61,NA,0,0,0,36,56,-10,310,290,112,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1265","USW00014898",2015-03-18,37,NA,0,0,0,26,89,-16,280,270,72,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1266","USW00014898",2015-03-19,43,NA,0,0,0,32,67,-10,160,170,76,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1267","USW00014898",2015-03-20,47,NA,8,0,0,47,128,6,290,290,94,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1268","USW00014898",2015-03-21,47,NA,3,0,0,54,67,-27,280,290,89,107,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1269","USW00014898",2015-03-22,19,NA,0,0,0,-9,39,-32,140,140,58,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1270","USW00014898",2015-03-23,37,NA,0,0,0,-11,17,-38,40,40,76,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1271","USW00014898",2015-03-24,28,NA,0,0,0,-11,56,-60,110,170,72,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1272","USW00014898",2015-03-25,55,NA,119,71,50,11,50,-5,260,270,116,157,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1273","USW00014898",2015-03-26,60,NA,0,0,0,19,28,-66,10,350,107,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1274","USW00014898",2015-03-27,35,NA,0,0,0,-45,-10,-82,330,10,76,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1275","USW00014898",2015-03-28,28,NA,0,0,0,-33,33,-82,210,210,63,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1276","USW00014898",2015-03-29,72,NA,15,0,0,4,50,-21,200,210,116,170,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1277","USW00014898",2015-03-30,47,NA,43,0,0,62,133,17,300,290,89,130,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1278","USW00014898",2015-03-31,33,NA,0,0,0,59,144,-5,290,290,98,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1279","USW00014898",2015-04-01,47,NA,0,0,0,54,161,-21,160,150,107,134,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1280","USW00014898",2015-04-02,58,NA,15,0,0,138,172,83,270,280,107,134,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1281","USW00014898",2015-04-03,38,NA,0,0,0,68,100,-27,350,330,94,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1282","USW00014898",2015-04-04,44,NA,0,0,0,23,117,-38,280,270,116,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1283","USW00014898",2015-04-05,36,NA,28,0,0,42,61,11,40,40,76,85,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1284","USW00014898",2015-04-06,84,NA,0,0,0,21,56,6,40,40,112,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1285","USW00014898",2015-04-07,81,NA,8,0,0,25,61,11,40,40,130,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1286","USW00014898",2015-04-08,48,NA,8,0,0,33,50,17,40,30,76,94,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1287","USW00014898",2015-04-09,55,NA,185,0,0,31,50,22,40,40,125,148,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1288","USW00014898",2015-04-10,58,NA,30,0,0,44,100,17,290,270,112,143,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1289","USW00014898",2015-04-11,33,NA,0,0,0,69,161,0,180,180,72,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1290","USW00014898",2015-04-12,55,NA,0,0,0,127,217,50,180,200,112,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1291","USW00014898",2015-04-13,64,NA,25,0,0,139,178,72,290,280,134,165,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1292","USW00014898",2015-04-14,22,NA,0,0,0,109,200,11,270,250,67,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1293","USW00014898",2015-04-15,32,NA,0,0,0,105,172,11,130,100,76,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1294","USW00014898",2015-04-16,21,NA,0,0,0,98,200,11,190,220,54,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1295","USW00014898",2015-04-17,25,NA,0,0,0,137,239,61,120,120,76,98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1296","USW00014898",2015-04-18,64,NA,0,0,0,117,144,61,50,50,134,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1297","USW00014898",2015-04-19,55,NA,43,0,0,108,194,56,40,40,89,103,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1298","USW00014898",2015-04-20,67,NA,69,0,0,73,89,44,260,290,116,148,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
