"unique_storm_number","sub_storms","Suspended_Sediment_mg_L","Chloride_mg_L","NO2_NO3_N_mg_L","Ammonium_N_mg_L","TKN_Unfiltered_mg_L","Dissolved_Reactive_Phosphorus_mg_L","TP_Unfiltered_mg_L","Total_Nitrogen_computed_mg_L","Organic_Nitrogen_computed_mg_L","Suspended_Sediment_Load_pounds","Chloride_Load_pounds","NO2_NO3_N_Load_pounds","Ammonium_N_Load_pounds","TKN_Unfiltered_Load_pounds","Dissolved_Reactive_Phosphorus_Load_pounds","TP_Unfiltered_Load_pounds","Total_Nitrogen_load_pounds","Organic_Nitrogen_Load_pounds","sum_runoff","Flag_Suspended_Sediment","Flag_Chloride","Flag_NO2_NO3_N_","Flag_Ammonium_N_","Flag_TKN_Unfiltered","Flag_Dissolved_Reactive_Phosphorus_","Flag_TP_Unfiltered","frozen","comments","site","water_year","sample_start","sample_end","storm_start","storm_end","peak_discharge","rain_startdate","rain_enddate","rain","duration","Ievent","I5","I10","I15","I30","I60","energy_m1","erosivity_m1","energy_m2","erosivity_m2","ARFdays1","ARFdays2","ARFdays7","ARFdays14","ant_dis_1day_max","ant_dis_2day_mean","ant_dis_2day_max","ant_dis_3day_mean","ant_dis_3day_max","ant_dis_7day_mean","ant_dis_7day_max","ant_dis_14day_mean","ant_dis_14day_max","sin_sdate","cos_sdate","tmax","tmin","prcp","snow","snwd","snwd_diff","period","days_since_planting","days_since_fertilizer","days_since_cultivation","weq"
107,"ESW3-63",244,2.3,2.3,0.06,3.15,0.267,1,5.45,3.09,3.55343544,0.033495498,0.033495498,0.0008737956,0.045874269,0.00388839042,0.01456326,0.079369767,0.0450004734,233.28,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY16","2016-09-06 22:32:00","2016-09-07 01:45:00",2016-09-06 22:32:00,"2016-09-07 01:45:00",0.0703,"2016-09-06 19:06:00","2016-09-06 23:55:00",0.616,4.81666666666667,0.127889273356401,2.64,2.412,2.408,1.492,0.746,864.850954397698,12.9035762396137,836.328388550305,12.4780195571706,0.739,0.739,0.739,1.684,0.81,0.78,0.81,0.796666666666667,0.83,1.19,2,2.20285714285714,6.24,-0.924290722193092,-0.381689220266663,30.6,18.3,0.99212652,0,0,0,"before",125,78,126,0.616
113,"ESW3-64",12300,14.5,0.05,0.06,72.7,0.487,34,72.75,72.64,915.543612,1.07929938,0.003721722,0.0044660664,5.411383788,0.03624957228,2.53077096,5.41510551,5.4069177216,1192.32,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY16","2016-09-16 14:44:59","2016-09-16 18:29:59",2016-09-16 14:44:59,"2016-09-16 18:29:59",0.5486,"2016-09-16 14:44:59","2016-09-16 14:45:59",0,0.0166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1.755,11.1,16.1,21.1,28.5666666666667,53.5,21.1771428571429,53.5,12.7571428571429,53.5,-0.972118196629061,-0.234491389570411,26.1,16.1,0.22834658,0,0,0,"before",135,88,136,0
115,"ESW3-65",3550,14,1.6,0.12,24.5,0.507,8.9,26.1,24.38,5554.831899,21.90637932,2.503586208,0.1877689656,38.33616381,0.79332387966,13.926198282,40.839750018,38.1483948444,25064.64,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY16","2016-09-21 22:32:00","2016-09-22 15:15:00",2016-09-21 22:32:00,"2016-09-22 15:15:00",2.585,"2016-09-21 20:34:00","2016-09-22 07:23:00",0.972,10.8166666666667,0.0898613251155624,0.648,0.432,0.36,0.342,0.297,607.210363424006,2.0766594429101,666.773490334321,2.28036533694338,0,0,0,0,3.68,4.17,4.66,4.94,6.48,8.98,21.1,14.3857142857143,53.5,-0.991114063993454,-0.133014706534197,22.8,13.9,1.44881968,0,0,0,"before",140,93,141,0.972
117,"ESW3-66",96,25.3,3.3,0.08,2.92,0.203,0.578,6.22,2.84,6.7990089574,1.79182215231479,0.233715932910625,0.00566584079783333,0.206803189120917,0.0143770710245021,0.0409356997643458,0.440519122031542,0.201137348323083,1134.4707,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY17","2016-10-26 08:12:59","2016-10-27 00:00:00",2016-10-26 08:12:59,"2016-10-27 00:00:00",0.0681,"2016-10-26 05:10:00","2016-10-26 21:18:00",1.107,16.1333333333333,0.0686157024793388,0.432,0.378,0.36,0.306,0.261,578.944416149847,1.77156991341853,676.30529924751,2.06949421569738,0,0,0,0,17.4,10.055,17.4,7.64666666666667,17.4,5.19,17.4,7.55857142857143,22.3,-0.899630869652244,0.436651231956062,9.4,4.4,0.98818951,0,0,0,"before",22,128,22,1.107
118,"ESW3-67",217,10.9,0.2,0.04,2.98,0.134,0.841,3.18,2.94,8.73384281547361,0.438704546952361,0.00804962471472222,0.00160992494294444,0.119939408249361,0.00539324855886389,0.0338486719254069,0.127989032964083,0.118329483306417,644.7102,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY17","2016-11-28 01:09:00","2016-11-28 06:45:00",2016-11-28 01:09:00,"2016-11-28 06:45:00",0.11095,"2016-11-27 20:54:00","2016-11-28 05:03:00",0.567,8.15,0.0695705521472393,0.324,0.27,0.288,0.234,0.198,305.18563890175,0.714134395030096,357.621680684204,0.836834732801037,0,0,0,0,17.2,11.645,17.2,9.98666666666667,17.2,7.02571428571429,17.2,5.76357142857143,17.2,-0.523415607365552,0.852077521101308,10,6.7,1.46850473,0,0,0,"before",55,161,55,0.567
119,"ESW3-68",106,7.6,0.05,0.04,2.01,0.145,0.506,2.06,1.97,18.4053754740653,1.31963069436694,0.00868178088399306,0.00694542470719444,0.349007591536521,0.0251771645635799,0.0878596225460097,0.357689372420514,0.342062166829326,2781.3633,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY17","2016-11-28 15:00:00","2016-11-29 04:45:00",2016-11-28 15:00:00,"2016-11-29 04:45:00",0.2402,"2016-11-28 13:48:00","2016-11-29 00:00:00",0.792,10.2,0.0776470588235294,0.324,0.324,0.288,0.216,0.153,376.565943955794,0.813382438944514,461.257093425929,0.996315321800006,0.567,0.567,0.567,0.567,17.2,11.645,17.2,9.98666666666667,17.2,7.02571428571429,17.2,5.76357142857143,17.2,-0.523415607365552,0.852077521101308,10,0,1.51968586,0,0,0,"before",55,161,55,0.792
121,"ESW3-69",30,3.7,0.2,0.17,0.97,0.135,0.237,1.17,0.8,1.2925146084375,0.159410135040625,0.00861676405625,0.0073242494478125,0.0417913056728125,0.00581631573796875,0.0102108654066562,0.0504080697290625,0.034467056225,690.1335,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY17","2016-12-26 05:15:00","2016-12-26 17:26:59",2016-12-26 05:15:00,"2016-12-26 17:26:59",0.06305,"2016-12-26 05:15:00","2016-12-26 05:16:00",0,0.0166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3,13.89,23.3,10.6833333333333,23.3,7.04571428571429,23.3,5.865,23.3,-0.0688024268023225,0.997630305306585,7.2,-4.3,0.33858286,0,7.086618,-2.755907,"before",83,189,83,0.2755907
123,"ESW3-70a",20,6.3,0.05,0.52,1.74,0.205,0.337,1.79,1.22,10.07388564175,3.17327397715125,0.025184714104375,0.2619210266855,0.87642805083225,0.103257327827937,0.169744973063488,0.901612764936625,0.61450702414675,8068.3722,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"SW3","WY17","2017-01-16 23:30:00","2017-01-20 03:20:59",2017-01-16 23:30:00,"2017-01-20 03:20:59",0.08117,"2017-01-16 17:26:00","2017-01-20 02:26:00",0.27,81,0.00333333333333333,0.216,0.108,0.072,0.072,0.054,110.829548837607,0.0797972751630769,117.087133100098,0.0843027358320706,0,0,0,0,8.57,7.76,8.57,7.63,8.57,10.32,20.4,7.85357142857143,20.4,0.304921224656285,0.952377575730399,2.8,-8.8,0.7480319,0,4.0157502,-1.968505,"before",104,210,104,0.4668505
124,"ESW3-70b,ESW3-70c",15.132231676759,4.42561985800791,0.130578487158094,0.519008274169964,1.91041323867194,0.379388430256838,0.510223144184586,2.04099172583004,1.39140496450198,32.6336253012576,9.54413223753709,0.281600857913576,1.1192745332817,4.11992831811672,0.818175411340629,1.1003288386684,4.4015291760303,3.00065378483503,34544.6856,"NA, NA","NA, NA","NA, NA","NA, NA","NA, NA","NA, NA","NA, NA",TRUE,"NA, Komiskey, Matthew J.:only two samples taken, one frozen and this one was 60% full","SW3","WY17","2017-01-20 03:20:59","2017-01-24 07:45:00",2017-01-20 03:20:59,"2017-01-24 07:45:00",0.3666,"2017-01-20 02:26:00","2017-01-20 11:38:00",0.099,9.2,0.0107608695652174,0.216,0.108,0.072,0.054,0.045,41.8408493389759,0.022594058643047,35.1642265684277,0.0189886823469509,0,0,0.261,0.261,103,106.5,110,102.733333333333,110,53.4271428571429,110,31.025,110,0.35367612217637,0.935367949313149,6.7,1.1,0.18110246,0,1.8897648,-3.93701,"before",108,214,108,0.492701
129,"ESW3-71",61,3.3,0.05,0.94,2.4,0.277,0.476,2.45,1.46,12.2194378108875,0.66105155370375,0.010015932631875,0.18829953347925,0.48076476633,0.0554882667805875,0.09535167865545,0.490780698961875,0.29246523285075,3208.7826,NA,NA,NA,NA,NA,NA,NA,TRUE,"Komiskey, Matthew J.:will not entirely represent the storm, need to check","SW3","WY17","2017-02-14 10:59:59","2017-02-14 19:30:00",2017-02-14 10:59:59,"2017-02-14 19:30:00",0.2785,"2017-02-14 10:59:59","2017-02-14 11:00:59",0,0.0166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.4,32.95,44.4,26.7,44.4,17.7857142857143,44.4,16.2357142857143,44.4,0.711656622281772,0.70252747416916,7.2,-1.6,0,0,0,-1.181103,"before",133,239,133,0.1181103
130,"ESW3-72",49,2.6,0.05,0.42,1.64,0.188,0.351,1.69,1.22,9.27752710533056,0.492276948446111,0.00946686439319445,0.0795216609028333,0.310513152096778,0.0355954101184111,0.066457388040225,0.319980016489972,0.230991491193944,3032.8788,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"SW3","WY17","2017-02-17 11:15:00","2017-02-17 19:59:59",2017-02-17 11:15:00,"2017-02-17 19:59:59",0.18844,"2017-02-17 11:15:00","2017-02-17 11:16:00",0,0.0166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.1,51.1,56.1,58.7333333333333,74,38.4,74,25.0285714285714,74,0.746972087696554,0.664855397964288,11.1,-2.1,0,0,0,0,"before",136,242,136,0
132,"ESW3-73",21,4,0.05,0.36,1.57,0.084,0.211,1.62,1.21,1.47785035219792,0.281495305180556,0.00351869131475694,0.02533457746625,0.110486907283368,0.00591140140879167,0.0148488773482743,0.114005598598125,0.0851523298171181,1127.2755,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"SW3","WY17","2017-02-18 07:30:00","2017-02-18 18:00:00",2017-02-18 07:30:00,"2017-02-18 18:00:00",0.06735,"2017-02-18 07:30:00","2017-02-18 07:31:00",0,0.0166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.4,59.75,73.4,58.5333333333333,73.4,47.1,74,29.2928571428571,74,0.758305808478558,0.651898995878718,13.9,3.3,0,0,0,0,"before",137,243,137,0
135,"ESW3-74",21,6.1,0.7,0.17,1.07,0.074,0.176,1.77,0.9,1.21433681505208,0.352735931991319,0.0404778938350694,0.00983034564565972,0.0618733520050347,0.00427909163399306,0.0101772990213889,0.102351245840104,0.052043006359375,926.2725,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY17","2017-02-28 13:45:00","2017-02-28 22:14:59",2017-02-28 13:45:00,"2017-02-28 22:14:59",0.04902,"2017-02-28 13:45:00","2017-02-28 22:07:00",0.009,8.36666666666667,0.00107569721115538,0.108,0.054,0.036,0.018,0.009,7.57481557866821,0.00136346680416028,7.44680101051262,0.00134042418189227,0,0,0,0,96.7,73.45,96.7,67.1666666666667,96.7,102.6,223,104.485714285714,223,0.8587639582758,0.512371412128428,5,0.6,0.1181103,0,1.181103,-1.968505,"before",147,253,147,0.2058505
137,"ESW3-75",9,4,0.1,0.08,0.86,0.065,0.109,0.96,0.78,1.41250727446875,0.627781010875,0.015694525271875,0.0125556202175,0.134972917338125,0.0102014414267188,0.0171070325463437,0.15066744261,0.122417297120625,2514.0105,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY17","2017-03-06 02:15:00","2017-03-06 20:15:00",2017-03-06 02:15:00,"2017-03-06 20:15:00",0.13686,"2017-03-06 02:15:00","2017-03-06 02:16:00",0,0.0166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0.009,138,87.85,138,73.6333333333333,138,117.014285714286,300,118.757142857143,300,0.907013812802635,0.42110087079609,12.8,5.6,0.0393701,0,0,-5.118113,"before",153,259,153,0.5118113
138,"ESW3-76",1358,4.5,0.2,0.16,9.4,0.077,3.07,9.6,9.24,127.059837307171,0.421037752490625,0.0187127889995833,0.0149702311996667,0.879501082980417,0.00720442376483958,0.287241311143604,0.89821387198,0.86453085178075,1498.7439,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY17","2017-03-07 00:29:59","2017-03-07 07:00:00",2017-03-07 00:29:59,"2017-03-07 07:00:00",0.2332,"2017-03-07 00:27:00","2017-03-07 01:38:00",0.072,1.18333333333333,0.0608450704225352,0.432,0.27,0.18,0.09,0.063,43.8222855652786,0.0394400570087508,46.4202136049903,0.0417781922444913,0,0,0.009,0.009,416,277,416,197.233333333333,416,162.628571428571,416,132.614285714286,416,0.914127988185332,0.405425728360002,15,1.7,0.14173236,0,0,0,"before",154,260,154,0.072
140,"ESW3-77",456,9.1,9.8,8.94,14.9,0.13,1.41,24.7,5.96,23.7368417621667,0.473695745692361,0.510133879976389,0.465367029284583,0.775611715474306,0.00676708208131944,0.0733968133435417,1.28574559545069,0.310244686189722,833.829,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY17","2017-03-26 10:09:59","2017-03-26 18:15:00",2017-03-26 10:09:59,"2017-03-27 00:45:00",0.08781,"2017-03-26 06:40:00","2017-03-26 20:44:00",0.369,14.0666666666667,0.0262322274881517,0.432,0.378,0.324,0.27,0.171,180.315857624814,0.486852815586998,195.676717557719,0.528327137405841,0,0,0,0,161,128.6,161,93.8333333333333,161,52.0571428571429,161,34.15,161,0.995918996147179,0.0902516100310457,6.7,1.7,0.29133874,0,0,0,"before",173,279,173,0.369
141,"ESW3-78",198,8.4,10.3,4.31,8.5,0.063,0.679,18.8,4.19,1.5079288217125,0.0639727378908333,0.0784427619375695,0.0328241071797014,0.0647343181038195,0.00047979553418125,0.0051711296461757,0.143177080041389,0.0319102109241181,121.9929,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY17","2017-03-30 11:15:00","2017-03-30 18:45:00",2017-03-30 11:15:00,"2017-03-30 18:45:00",0.02141,"2017-03-30 04:13:00","2017-03-30 14:24:00",0.189,10.1833333333333,0.0185597381342062,0.108,0.108,0.072,0.072,0.054,72.3146597547003,0.0520665550233842,77.1057016656079,0.0555161051992377,0,0,0.369,0.369,98.9,85.65,98.9,94.1,111,123.114285714286,298,70.7928571428571,298,0.999768501979891,0.021516097436229,2.8,1.1,0.33858286,0.1181103,0,0,"before",177,283,177,0.189
143,"ESW3-79",79,8.9,20.6,2.79,4.66,0.036,0.32,25.26,1.87,1.0096414870125,0.11374442068875,0.2632736029425,0.035656958845125,0.05955606746175,0.00046008979155,0.004089687036,0.32282967040425,0.023899108616625,204.7194,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY17","2017-04-04 04:36:00","2017-04-04 11:44:59",2017-04-04 04:36:00,"2017-04-04 11:44:59",0.02188,"2017-04-03 19:17:00","2017-04-04 09:54:00",0.333,14.6166666666667,0.0227822120866591,0.108,0.108,0.072,0.072,0.054,123.136759116702,0.0886584665640254,135.173673512065,0.0973250449286871,0,0,0.189,0.558,113,81.9,113,72.8666666666667,113,92.4,177,98.3642857142857,298,0.997917160865393,-0.0645084494493103,16.7,3.3,0.18110246,0,0,0,"before",182,288,182,0.333
145,"ESW3-80",2321,1.6,2.9,0.13,14.9,0.064,4.69,17.8,14.77,613.580578129215,0.422976701855556,0.766645272113194,0.0343668570257639,3.93897053602986,0.0169190680742222,1.2398504573141,4.70561580814306,3.9046036790041,4234.629,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY17","2017-04-16 00:04:00","2017-04-16 07:14:59",2017-04-16 00:04:00,"2017-04-16 07:14:59",1.0623,"2017-04-15 23:15:00","2017-04-16 02:36:00",0.806,3.35,0.240597014925373,2.628,1.866,1.424,0.82,0.446,646.752180541284,5.30336788043853,664.127741530798,5.44584748055254,0,0,0,0.333,169,117.9,169,85.3,169,49.7285714285714,169,57.2357142857143,169,0.96347054856415,-0.267814305162169,19.4,7.8,0.01968505,0,0,0,"before",194,300,194,0.806
146,"ESW3-81",511,2.4,2,0.1,4.66,0.044,1.32,6.66,4.56,57.4653467156514,0.269895953263333,0.224913294386111,0.0112456647193056,0.524047975919639,0.00494809247649444,0.148442774294833,0.74896127030575,0.512802311200333,1801.3746,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY17","2017-04-20 01:36:00","2017-04-20 09:45:00",2017-04-20 01:36:00,"2017-04-20 09:45:00",0.3612,"2017-04-20 00:22:00","2017-04-20 07:58:00",0.829,7.6,0.109078947368421,0.768,0.654,0.508,0.396,0.387,618.067235342272,2.4475462519554,630.919991779457,2.49844316744665,0,0,0.806,0.806,311,178.6,311,139.6,311,116.957142857143,311,72.7642857142857,311,0.942761143390421,-0.333468778918187,8.9,5,0.96850446,0,0,0,"before",198,304,198,0.829
147,"ESW3-82",47,2.3,1.8,0.08,1.62,0.019,0.209,3.42,1.54,2.11821223301667,0.103657194381667,0.08112302169,0.00360546763066667,0.073010719521,0.000856298562283333,0.00941928418511667,0.154133741211,0.0694052518903333,721.9224,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY17","2017-04-27 05:48:59","2017-04-27 13:45:00",2017-04-27 05:48:59,"2017-04-27 13:45:00",0.09291,"2017-04-27 00:22:00","2017-04-27 12:11:00",0.864,11.8166666666667,0.0731170662905501,0.324,0.216,0.18,0.18,0.153,415.323853243237,0.747582935837827,510.085129138336,0.918153232449005,0,0,0.829,1.635,108,67.5,108,55.6,108,77.4142857142857,203,97.1857142857143,311,0.895839290734909,-0.444378178104613,10.6,3.3,0.90944931,0,0,0,"before",205,311,205,0.864
148,"ESW3-83",98,0.25,0.05,0.04,1.4,0.042,0.322,1.45,1.36,33.1353560341319,0.0845289694748264,0.0169057938949653,0.0135246351159722,0.473362229059028,0.0142008668717708,0.108873312683576,0.490268022953993,0.459837593943056,5416.0725,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY17","2017-05-01 00:11:59","2017-05-01 11:30:00",2017-05-01 00:11:59,"2017-05-01 11:30:00",0.6302,"2017-04-30 23:05:00","2017-05-01 03:26:00",0.252,4.35,0.0579310344827586,0.216,0.162,0.144,0.126,0.099,121.423688523212,0.152993847539247,144.123241696459,0.181595284537538,0,0,0.864,1.693,360,202.7,360,156.5,360,113.328571428571,360,113.371428571429,360,0.863142128049913,-0.504961054721518,13.3,3.9,0.6299216,0,0,0,"before",209,315,209,0.252
152,"ESW3-84",787,78.5,0.05,19.1,50.1,1.27,6.56,50.15,31,87.0319120414215,8.68107381861701,0.00552934638128472,2.11221031765076,5.54040507404729,0.140445398084632,0.725450245224556,5.54593442042858,3.42819475639653,1771.4247,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY17","2017-06-03 06:08:00","2017-06-03 10:45:00",2017-06-03 06:08:00,"2017-06-03 10:45:00",0.3702,"2017-06-03 05:31:00","2017-06-03 07:05:00",0.651,1.56666666666667,0.415531914893617,1.092,0.924,0.832,0.704,0.551,596.823008259526,4.20163397814706,567.250207151132,3.99344145834397,0,0,0,0,22.7,15.845,22.7,13.9966666666667,22.7,14.6985714285714,22.7,21.5492857142857,55.6,0.455906693508461,-0.890027576434675,27.8,14.4,0.48818924,0,0,0,"after",8,8,242,0.651
153,"ESW3-85",1552,39.2,0.05,2.46,26.5,2.14,8.28,26.55,24.04,1515.23456439574,38.2713884821606,0.0488155465333681,2.40172488944171,25.8722396626851,2.08930539162815,8.08385450592575,25.9210552092184,23.4705147732434,15638.9307,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY17","2017-06-03 20:51:59","2017-06-04 05:15:00",2017-06-03 20:51:59,"2017-06-04 05:15:00",5.552,"2017-06-03 20:51:59","2017-06-04 03:42:00",0.953,6.83361111111111,0.139457745620097,3.78,3.396,3.308,1.744,0.908,980.48804535209,17.0997115109405,955.042836191413,16.6559470631782,0.651,0.651,0.651,0.651,22.7,15.845,22.7,13.9966666666667,22.7,14.6985714285714,22.7,21.5492857142857,55.6,0.440518784350501,-0.897743393534231,30,14.4,0.48818924,0,0,0,"after",8,8,242,0.953
154,"ESW3-86",513,25.5,3.7,2.59,10.6,0.943,2.44,14.3,8.01,60.0145851291562,2.98318113215104,0.432853732900347,0.302997613030243,1.24006745101181,0.110319208141899,0.285449488723472,1.67292118391215,0.937069837981562,1873.9515,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY17","2017-06-12 19:48:59","2017-06-13 00:15:00",2017-06-12 19:48:59,"2017-06-13 00:15:00",0.4864,"2017-06-12 16:56:00","2017-06-12 21:25:00",0.884,4.48333333333333,0.197174721189591,1.92,1.392,1,0.602,0.445,734.297036617858,4.4204681604395,729.465210200579,4.39138056540749,0,0,0,1.604,9.06,9.53,10,10.52,12.5,17.0942857142857,34.9,38.3107142857143,238,0.296712819273491,-0.954966754855255,29.4,16.7,0.6299216,0,0,0,"after",17,17,251,0.884
155,"ESW3-87",683,28.3,3,1.07,9.86,0.906,2.66,12.86,8.79,125.37547346685,5.194913468685,0.55069754085,0.1964154562365,1.809959250927,0.1663106573367,0.488285152887,2.360656791777,1.6135437946905,2940.4296,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY17","2017-06-14 15:58:59","2017-06-14 21:00:00",2017-06-14 15:58:59,"2017-06-14 21:00:00",0.7256,"2017-06-14 15:50:00","2017-06-14 17:15:00",0.475,1.41666666666667,0.335294117647059,1.8,1.446,1.144,0.788,0.439,419.437601670163,3.30516830116088,409.543669237316,3.22720411359005,0,0.884,0.884,2.488,26.1,28.2,30.3,21.82,30.3,16.98,30.3,40.5035714285714,238,0.280230675199221,-0.959932689659743,28.3,16.7,0.46063017,0,0,0,"after",19,19,253,0.475
156,"ESW3-88",1267,17.1,1.4,0.29,11.7,0.44,3.31,13.1,11.41,60.9452365876715,0.822544234924375,0.0673428028593056,0.0139495805922847,0.562793423895625,0.0211648808986389,0.159217626760215,0.630136226754931,0.54884384330334,770.5167,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY17","2017-06-18 05:05:00","2017-06-18 09:00:00",2017-06-18 05:05:00,"2017-06-18 09:00:00",0.256,"2017-06-18 04:33:00","2017-06-18 06:03:00",0.355,1.5,0.236666666666667,1.452,1.05,0.772,0.548,0.319,290.560237747375,1.59227010285561,289.915863191049,1.58873893028695,0,0,1.359,1.359,20.6,18.3,20.6,22.0666666666667,29.6,29.6942857142857,76.2,30.6757142857143,111,0.213520915439796,-0.976938492777182,23.3,15.6,0.42913409,0,0,0,"after",23,23,257,0.355
160,"ESW3-89a",1821,10.5,1.5,0.59,13.5,1.05,5.03,15,12.91,1024.54386398343,5.9075840592125,0.8439405798875,0.331949961422417,7.5954652189875,0.59075840592125,2.83001407788942,8.439405798875,7.26351525756508,9012.3804,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY17","2017-06-22 01:54:59","2017-06-22 04:30:59",2017-06-22 01:54:59,"2017-06-22 04:30:59",3.234,"2017-06-22 01:21:00","2017-06-22 04:30:00",0.725,3.15,0.23015873015873,2.772,2.286,1.852,1.288,0.716,727.709261694188,9.37289529062114,694.157666229038,8.94075074103001,0,0,0.355,1.714,87.3,51.05,87.3,40.4666666666667,87.3,31.1,87.3,28.2971428571429,87.3,0.145799196919877,-0.989314203970366,25,16.1,0.55905542,0,0,0,"after",27,27,261,0.725
161,"ESW3-89b",1747,8.8,1.2,0.43,12.7,1.19,5.05,13.9,12.27,1164.05785371707,5.86359995003445,0.799581811368333,0.286516815740319,8.46224083698153,0.79291862960693,3.3649067895084,9.26182264834986,8.17572402124121,10673.3454,NA,NA,NA,NA,NA,NA,NA,FALSE,"Ennis, Ryan Patrick:Event ended at 14:15","SW3","WY17","2017-06-22 04:30:59","2017-06-22 10:59:59",2017-06-22 04:30:59,"2017-06-22 10:59:59",3.264,"2017-06-22 04:30:00","2017-06-22 05:24:00",0.492,0.9,0.546666666666667,3.384,2.412,1.752,0.912,0.501,487.871193172244,4.44938528173086,476.035629205467,4.34144493835386,0.716,0.716,1.071,2.43,87.3,51.05,87.3,40.4666666666667,87.3,31.1,87.3,28.2971428571429,87.3,0.145799196919877,-0.989314203970366,25,16.1,0.55905542,0,0,0,"after",27,27,261,0.492
162,"ESW3-90a,ESW3-90b",254.75823128763,11.5309660540858,0.153550918871366,0.327926875837357,4.84295558941744,2.13701824891178,3.05102348124593,4.99650650828881,4.51502871358009,324.107578396275,14.6698831494864,0.195349984274826,0.41719392178816,6.16128711693958,2.71874948315781,3.88156185234437,6.35663710121441,5.74409319515142,20378.859,"NA, NA","NA, NA","NA, NA","NA, NA","NA, NA","NA, NA","NA, NA",FALSE,"Danz, Mari E.:Is QWDATA as:06/03/17 05:53, Ennis, Ryan Patrick:Sample incorrect.Splitting record included bottle1673 from next event. Also based on wrong Q rating","SW3","WY17","2017-06-22 17:03:59","2017-06-23 10:59:59",2017-06-22 17:03:59,"2017-06-23 10:59:59",1.98,"2017-06-22 16:08:00","2017-06-23 04:01:00",1.031,11.8833333333333,0.0867601683029453,1.44,0.828,0.62,0.418,0.338,649.731077146987,2.7158759024744,702.280317488948,2.9355317271038,1.217,1.217,1.572,2.931,87.3,51.05,87.3,40.4666666666667,87.3,31.1,87.3,28.2971428571429,87.3,0.145799196919877,-0.989314203970366,25.6,15.6,0.57086645,0,0,0,"after",27,27,261,1.031
165,"ESW3-91",2580,7.3,10.9,0.94,16.4,0.674,5.17,27.3,15.46,3648.334415673,10.322806680005,15.413505864665,1.329238120439,23.19096295234,0.9530920140169,7.3108096624145,38.604468817005,21.861724831901,22651.3368,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY17","2017-07-07 16:54:00","2017-07-07 22:14:59",2017-07-07 16:54:00,"2017-07-07 22:14:59",7.49,"2017-07-07 16:47:00","2017-07-07 18:48:00",1.485,2.01666666666667,0.736363636363636,3.78,2.616,2.208,1.63,0.977,1495.60741004711,24.378400783768,1445.15523818231,23.5560303823717,0,0,0,0,12.8,11.125,12.8,11.1166666666667,12.8,14.3928571428571,19.9,40.0678571428571,239,-0.111659007121688,-0.993746580436179,27.8,15.6,0.18110246,0,0,0,"after",42,42,276,1.485
